"Notes"	"County"	"County Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Lexington County, SC"	"45063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	44	286196	15.4
	"Oconee County, SC"	"45073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	75713	Unreliable
	"Oconee County, SC"	"45073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	76355	Unreliable
	"Pickens County, SC"	"45077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	29	121691	23.8
	"Pickens County, SC"	"45077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	22	122863	17.9
	"Richland County, SC"	"45079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	35	407051	8.6
	"Richland County, SC"	"45079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	52	409549	12.7
	"Spartanburg County, SC"	"45083"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	51	297302	17.2
	"Spartanburg County, SC"	"45083"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	55	301463	18.2
	"York County, SC"	"45091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	38	251195	15.1
	"York County, SC"	"45091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	46	258526	17.8
	"Minnehaha County, SD"	"46099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	185197	Unreliable
	"Minnehaha County, SD"	"46099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	187318	Unreliable
	"Pennington County, SD"	"46103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	109372	Unreliable
	"Anderson County, TN"	"47001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	75749	29.0
	"Anderson County, TN"	"47001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	28	75936	36.9
	"Blount County, TN"	"47009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	31	127253	24.4
	"Blount County, TN"	"47009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	31	128670	24.1
	"Bradley County, TN"	"47011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	104091	Unreliable
	"Bradley County, TN"	"47011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	104490	Unreliable
	"Campbell County, TN"	"47013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	21	39752	52.8
	"Campbell County, TN"	"47013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	39714	Unreliable
	"Carter County, TN"	"47019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	56486	Unreliable
	"Carter County, TN"	"47019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	56502	Unreliable
	"Cheatham County, TN"	"47021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	39741	Unreliable
	"Cheatham County, TN"	"47021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	39880	Unreliable
	"Claiborne County, TN"	"47025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	31709	Unreliable
	"Claiborne County, TN"	"47025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	31757	Unreliable
	"Coffee County, TN"	"47031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	54277	Unreliable
	"Coffee County, TN"	"47031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	54682	Unreliable
	"Davidson County, TN"	"47037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	138	678889	20.3
	"Davidson County, TN"	"47037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	204	684410	29.8
	"Davidson County, TN"	"47037"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	678889	Unreliable
	"Davidson County, TN"	"47037"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	19	684410	Unreliable
	"Dickson County, TN"	"47043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	51487	Unreliable
	"Dickson County, TN"	"47043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	52170	40.3
	"Franklin County, TN"	"47051"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	41449	Unreliable
	"Gibson County, TN"	"47053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	49401	Unreliable
	"Greene County, TN"	"47059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	68615	Unreliable
	"Hamblen County, TN"	"47063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	63402	Unreliable
	"Hamblen County, TN"	"47063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	63785	Unreliable
	"Hamilton County, TN"	"47065"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	55	354098	15.5
	"Hamilton County, TN"	"47065"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	66	357738	18.4
	"Hardin County, TN"	"47071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	25756	Unreliable
	"Hawkins County, TN"	"47073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	56471	Unreliable
	"Hawkins County, TN"	"47073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	56563	Unreliable
	"Knox County, TN"	"47093"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	139	451324	30.8
	"Knox County, TN"	"47093"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	163	456132	35.7
	"Loudon County, TN"	"47105"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	51454	Unreliable
	"McMinn County, TN"	"47107"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	52850	Unreliable
	"McNairy County, TN"	"47109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	26066	Unreliable
	"Madison County, TN"	"47113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	97663	Unreliable
	"Marshall County, TN"	"47117"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	31915	Unreliable
	"Maury County, TN"	"47119"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	87757	Unreliable
	"Maury County, TN"	"47119"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	89981	Unreliable
	"Monroe County, TN"	"47123"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	45771	Unreliable
	"Monroe County, TN"	"47123"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	45970	Unreliable
	"Montgomery County, TN"	"47125"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	193479	11.9
	"Montgomery County, TN"	"47125"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	24	195734	12.3
	"Montgomery County, TN"	"47125"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	193479	Unreliable
	"Morgan County, TN"	"47129"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	21498	Unreliable
	"Putnam County, TN"	"47141"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	74553	Unreliable
	"Putnam County, TN"	"47141"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	75931	Unreliable
	"Roane County, TN"	"47145"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	16	52753	Unreliable
	"Roane County, TN"	"47145"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	25	52874	47.3
	"Robertson County, TN"	"47147"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	68570	Unreliable
	"Rutherford County, TN"	"47149"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	48	298612	16.1
	"Rutherford County, TN"	"47149"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	48	308251	15.6
	"Sevier County, TN"	"47155"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	25	95946	26.1
	"Sevier County, TN"	"47155"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	96673	21.7
	"Shelby County, TN"	"47157"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	165	938069	17.6
	"Shelby County, TN"	"47157"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	182	934603	19.5
	"Shelby County, TN"	"47157"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	13	938069	Unreliable
	"Shelby County, TN"	"47157"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	16	938069	Unreliable
	"Shelby County, TN"	"47157"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	10	934603	Unreliable
	"Smith County, TN"	"47159"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	19447	Unreliable
	"Sullivan County, TN"	"47163"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	29	156791	18.5
	"Sullivan County, TN"	"47163"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	36	156667	23.0
	"Sumner County, TN"	"47165"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	175989	12.5
	"Sumner County, TN"	"47165"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	37	180063	20.5
	"Tipton County, TN"	"47167"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	61870	Unreliable
	"Tipton County, TN"	"47167"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	61303	Unreliable
	"Union County, TN"	"47173"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	19140	Unreliable
	"Washington County, TN"	"47179"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	24	126302	19.0
	"Washington County, TN"	"47179"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	35	127440	27.5
	"White County, TN"	"47185"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	26653	Unreliable
	"Williamson County, TN"	"47187"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	211672	10.9
	"Williamson County, TN"	"47187"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	219107	9.6
	"Wilson County, TN"	"47189"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	30	128911	23.3
	"Wilson County, TN"	"47189"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	29	132781	21.8
	"Angelina County, TX"	"48005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	87791	Unreliable
	"Bell County, TX"	"48027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	334941	6.9
	"Bell County, TX"	"48027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	340411	Unreliable
	"Bexar County, TX"	"48029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	179	1897753	9.4
	"Bexar County, TX"	"48029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	191	1928680	9.9
	"Bexar County, TX"	"48029"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	11	1897753	Unreliable
	"Bexar County, TX"	"48029"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	26	1928680	1.3
	"Brazoria County, TX"	"48039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	29	346312	8.4
	"Brazoria County, TX"	"48039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	29	354195	8.2
	"Brazos County, TX"	"48041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	215037	Unreliable
	"Brazos County, TX"	"48041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	220417	Unreliable
	"Cameron County, TX"	"48061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	422156	Unreliable
	"Cameron County, TX"	"48061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	422135	Unreliable
	"Collin County, TX"	"48085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	44	914127	4.8
	"Collin County, TX"	"48085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	63	939585	6.7
	"Collin County, TX"	"48085"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	13	914127	Unreliable
	"Collin County, TX"	"48085"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	15	939585	Unreliable
	"Collin County, TX"	"48085"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	15	914127	Unreliable
	"Comal County, TX"	"48091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	129048	Unreliable
	"Comal County, TX"	"48091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	134788	Unreliable
	"Dallas County, TX"	"48113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	256	2553385	10.0
	"Dallas County, TX"	"48113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	285	2574984	11.1
	"Dallas County, TX"	"48113"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	25	2553385	1.0
	"Dallas County, TX"	"48113"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	25	2574984	1.0
	"Denton County, TX"	"48121"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	47	780612	6.0
	"Denton County, TX"	"48121"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	60	806180	7.4
	"Denton County, TX"	"48121"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	780612	Unreliable
	"Ector County, TX"	"48135"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	159436	Unreliable
	"Ector County, TX"	"48135"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	157462	Unreliable
	"Ellis County, TX"	"48139"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	168499	Unreliable
	"El Paso County, TX"	"48141"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	57	835593	6.8
	"El Paso County, TX"	"48141"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	76	837918	9.1
	"Fort Bend County, TX"	"48157"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	716087	3.2
	"Fort Bend County, TX"	"48157"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	45	741237	6.1
	"Fort Bend County, TX"	"48157"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	716087	Unreliable
	"Galveston County, TX"	"48167"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	49	322225	15.2
	"Galveston County, TX"	"48167"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	44	329431	13.4
	"Harris County, TX"	"48201"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	407	4538028	9.0
	"Harris County, TX"	"48201"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	472	4589928	10.3
	"Harris County, TX"	"48201"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	45	4538028	1.0
	"Harris County, TX"	"48201"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	43	4589928	0.9
	"Hays County, TX"	"48209"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	194739	Unreliable
	"Hays County, TX"	"48209"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	204470	Unreliable
	"Henderson County, TX"	"48213"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	79545	Unreliable
	"Hidalgo County, TX"	"48215"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	842304	2.6
	"Hidalgo County, TX"	"48215"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	849843	2.5
	"Jefferson County, TX"	"48245"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	24	254308	9.4
	"Jefferson County, TX"	"48245"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	27	254679	10.6
	"Johnson County, TX"	"48251"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	159990	Unreliable
	"Johnson County, TX"	"48251"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	163274	Unreliable
	"Kaufman County, TX"	"48257"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	114690	Unreliable
	"Kaufman County, TX"	"48257"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	118350	Unreliable
	"Liberty County, TX"	"48291"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	79654	Unreliable
	"Lubbock County, TX"	"48303"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	299453	9.0
	"Lubbock County, TX"	"48303"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	35	303137	11.5
	"McLennan County, TX"	"48309"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	21	245671	8.5
	"McLennan County, TX"	"48309"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	247934	Unreliable
	"Midland County, TX"	"48329"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	161077	Unreliable
	"Montgomery County, TX"	"48339"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	48	537559	8.9
	"Montgomery County, TX"	"48339"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	51	556203	9.2
	"Montgomery County, TX"	"48339"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	11	556203	Unreliable
	"Nacogdoches County, TX"	"48347"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	65664	Unreliable
	"Nueces County, TX"	"48355"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	53	359715	14.7
	"Nueces County, TX"	"48355"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	54	361350	14.9
	"Orange County, TX"	"48361"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	84260	Unreliable
	"Parker County, TX"	"48367"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	126042	Unreliable
	"Parker County, TX"	"48367"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	129441	Unreliable
	"Potter County, TX"	"48375"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	121802	Unreliable
	"Potter County, TX"	"48375"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	120832	Unreliable
	"Randall County, TX"	"48381"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	130269	Unreliable
	"Randall County, TX"	"48381"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	132501	Unreliable
	"Smith County, TX"	"48423"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	222936	Unreliable
	"Smith County, TX"	"48423"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	225290	Unreliable
	"Tarrant County, TX"	"48439"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	146	1982498	7.4
	"Tarrant County, TX"	"48439"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	186	2016872	9.2
	"Tarrant County, TX"	"48439"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	21	1982498	1.1
	"Tarrant County, TX"	"48439"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	25	2016872	1.2
	"Tarrant County, TX"	"48439"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	10	1982498	Unreliable
	"Taylor County, TX"	"48441"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	136051	Unreliable
	"Taylor County, TX"	"48441"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	136535	Unreliable
	"Tom Green County, TX"	"48451"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	118105	Unreliable
	"Tom Green County, TX"	"48451"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	118386	Unreliable
	"Travis County, TX"	"48453"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	118	1176558	10.0
	"Travis County, TX"	"48453"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	125	1199323	10.4
	"Travis County, TX"	"48453"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	18	1176558	Unreliable
	"Travis County, TX"	"48453"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	19	1199323	Unreliable
	"Webb County, TX"	"48479"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	24	269721	8.9
	"Webb County, TX"	"48479"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	32	271193	11.8
	"Wichita County, TX"	"48485"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	131705	Unreliable
	"Wichita County, TX"	"48485"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	131838	Unreliable
	"Williamson County, TX"	"48491"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	508514	5.3
	"Williamson County, TX"	"48491"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	30	528718	5.7
	"Carbon County, UT"	"49007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	20399	Unreliable
	"Davis County, UT"	"49011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	38	336043	11.3
	"Davis County, UT"	"49011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	43	342281	12.6
	"Davis County, UT"	"49011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	10	336043	Unreliable
	"Davis County, UT"	"49011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	11	342281	Unreliable
	"Salt Lake County, UT"	"49035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	177	1107314	16.0
	"Salt Lake County, UT"	"49035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	186	1121354	16.6
	"Salt Lake County, UT"	"49035"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	53	1107314	4.8
	"Salt Lake County, UT"	"49035"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	39	1121354	3.5
	"Salt Lake County, UT"	"49035"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	53	1107314	4.8
	"Salt Lake County, UT"	"49035"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	37	1121354	3.3
	"Utah County, UT"	"49049"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	62	575205	10.8
	"Utah County, UT"	"49049"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	80	592299	13.5
	"Utah County, UT"	"49049"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	15	575205	Unreliable
	"Utah County, UT"	"49049"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	12	592299	Unreliable
	"Utah County, UT"	"49049"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	20	575205	3.5
	"Utah County, UT"	"49049"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	12	592299	Unreliable
	"Washington County, UT"	"49053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	155602	17.4
	"Washington County, UT"	"49053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	160245	Unreliable
